Prompt,Intent,Entities
Give me a breakdown of vulnerabilities by severity in labs 1 and 2.,labwise_vulnerability,"Lab name, Severity"
How many vulnerabilities does each lab (1 and 2) have by severity?,labwise_vulnerability,"Lab name, Severity"
Show vulnerability totals by severity for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
"Give the vulnerability counts for lab1 and lab2 by low, high, and critical severity.",labwise_vulnerability,"Lab name, Severity"
"Tell me how many critical, high, and low vulnerabilities are in lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
Display the number of vulnerabilities per severity for labs 1 and 2.,labwise_vulnerability,"Lab name, Severity"
List the total vulnerabilities by severity for labs 1 and 2.,labwise_vulnerability,"Lab name, Severity"
Show a severity-wise count of vulnerabilities in lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
Give me a vulnerability summary by severity for labs 1 and 2.,labwise_vulnerability,"Lab name, Severity"
Tell me vulnerability counts for lab1 and lab2 grouped by severity.,labwise_vulnerability,"Lab name, Severity"
"How many critical, high, and low vulnerabilities are there in lab1 and lab2?",labwise_vulnerability,"Lab name, Severity"
Show vulnerabilities split by severity for labs 1 and 2.,labwise_vulnerability,"Lab name, Severity"
Provide a count of vulnerabilities by severity level for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
What’s the count of vulnerabilities by severity in lab1 and lab2?,labwise_vulnerability,"Lab name, Severity"
Give the counts of vulnerabilities separated by severity for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
"List all critical, high, and low vulnerabilities in lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
Provide vulnerability counts of labs 1 and 2 by severity category.,labwise_vulnerability,"Lab name, Severity"
Show vulnerability count summary for lab1 and lab2 by severity.,labwise_vulnerability,"Lab name, Severity"
"Tell me how many vulnerabilities lab1 and lab2 have, sorted by severity.",labwise_vulnerability,"Lab name, Severity"
"Give me the counts of vulnerabilities in lab1 and lab2 for low, high, and critical levels.",labwise_vulnerability,"Lab name, Severity"
Show the distribution of vulnerabilities in labs 1 and 2 by severity.,labwise_vulnerability,"Lab name, Severity"
Provide a vulnerability count report for labs 1 and 2 by severity levels.,labwise_vulnerability,"Lab name, Severity"
"Show the low, high, and critical vulnerability numbers for lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
What vulnerabilities are not patchable?,not_patchable,Solution
Which vulnerabilities have no patches available?,not_patchable,Solution
List the vulnerabilities that can't be patched.,not_patchable,Solution
Are there any vulnerabilities with no fixes?,not_patchable,Solution
Which vulnerabilities lack patches?,not_patchable,Solution
Show me vulnerabilities that cannot be patched.,not_patchable,Solution
Give me a list of unpatchable vulnerabilities.,not_patchable,Solution
Which vulnerabilities have no remediation?,not_patchable,Solution
Identify the vulnerabilities that have no patch.,not_patchable,Solution
Can you list vulnerabilities that can’t be fixed?,not_patchable,Solution
Which vulnerabilities don’t have a solution yet?,not_patchable,Solution
Are there any known unpatchable vulnerabilities?,not_patchable,Solution
Find vulnerabilities with no known patch.,not_patchable,Solution
Which issues have no available fix?,not_patchable,Solution
List vulnerabilities without patch support.,not_patchable,Solution
Tell me about vulnerabilities with no known solution.,not_patchable,Solution
Which vulnerabilities are still unpatched due to missing fixes?,not_patchable,Solution
Can you show me the vulnerabilities that can’t be resolved?,not_patchable,Solution
What are the unresolved vulnerabilities due to no patch?,not_patchable,Solution
Which threats have no patch yet?,not_patchable,Solution
Which CVEs have no patch available?,not_patchable,Solution
Do any vulnerabilities still lack a patch?,not_patchable,Solution
Tell me the vulnerabilities that can't be resolved.,not_patchable,Solution
Are there open vulnerabilities without patches?,not_patchable,Solution
Vulnerabilities without patches — can you list them?,not_patchable,Solution
Which ones haven’t been fixed yet?,not_patchable,Solution
Can I get a list of unresolvable vulnerabilities?,not_patchable,Solution
What vulnerabilities are still open due to missing patches?,not_patchable,Solution
Give me the ones that can’t be patched.,not_patchable,Solution
Any issues that aren’t patchable yet?,not_patchable,Solution
Can you show threats without available patches?,not_patchable,Solution
What flaws don’t have patches yet?,not_patchable,Solution
Are there vulnerabilities with no fix available?,not_patchable,Solution
List open threats without remediation.,not_patchable,Solution
Tell me which vulnerabilities are unfixable.,not_patchable,Solution
Find unresolved threats due to no patch release.,not_patchable,Solution
Show me missing patches for known vulnerabilities.,not_patchable,Solution
Which vulnerabilities remain unpatched due to no fix?,not_patchable,Solution
Which vulnerabilities cannot be addressed by a patch?,not_patchable,Solution
Tell me which issues are pending without any solution.,not_patchable,Solution
Are any vulnerabilities lacking patch availability?,not_patchable,Solution
Find vulnerabilities where patching is not possible.,not_patchable,Solution
List vulnerabilities with missing remediation paths.,not_patchable,Solution
Which known CVEs do not have a patch?,not_patchable,Solution
Highlight the flaws with no current fix.,not_patchable,Solution
Any vulnerabilities that cannot be resolved right now?,not_patchable,Solution
Are there any security issues with no available fix?,not_patchable,Solution
Give me unresolved security issues with no patches.,not_patchable,Solution
Can I see unpatched vulnerabilities that have no fix?,not_patchable,Solution
Which threats can’t be mitigated through patches?,not_patchable,Solution
Show vulnerabilities that haven’t been patched due to no solution.,not_patchable,Solution
What risks are unpatchable at the moment?,not_patchable,Solution
List those that are awaiting a fix.,not_patchable,Solution
Are some CVEs still unpatchable?,not_patchable,Solution
Get me vulnerabilities still missing patches.,not_patchable,Solution
Which weaknesses can’t be resolved through updates?,not_patchable,Solution
Show flaws that haven’t received a fix yet.,not_patchable,Solution
Give a list of vulnerabilities that are stuck without a patch.,not_patchable,Solution
Show me unresolved CVEs with no patches.,not_patchable,Solution
Can you find flaws with no vendor patch?,not_patchable,Solution
Any known issues that don’t have a fix?,not_patchable,Solution
List weaknesses without any patch history.,not_patchable,Solution
Show unpatched CVEs due to no available fix.,not_patchable,Solution
Identify any flaws still lacking fixes.,not_patchable,Solution
Tell me about issues where no patch is available.,not_patchable,Solution
Are there any vulnerabilities that vendors haven’t patched?,not_patchable,Solution
Which findings have no patch timeline?,not_patchable,Solution
What known problems still have no available resolution?,not_patchable,Solution
Any vulnerabilities that cannot be resolved as of now?,not_patchable,Solution
What are the CVEs still without a patch?,not_patchable,Solution
Tell me about patch-missing vulnerabilities.,not_patchable,Solution
List all security issues with no patch coverage.,not_patchable,Solution
Which flaws have not been addressed by updates?,not_patchable,Solution
Show vulnerabilities where fix has not been provided.,not_patchable,Solution
Get vulnerabilities that haven’t received vendor patches.,not_patchable,Solution
Are any threats currently lacking remediation steps?,not_patchable,Solution
Identify issues that remain unresolved due to patch unavailability.,not_patchable,Solution
Are there any flaws that remain open due to no patch?,not_patchable,Solution
What are the security risks without a patch?,not_patchable,Solution
Which issues have no available update or workaround?,not_patchable,Solution
List all current unpatchable security weaknesses.,not_patchable,Solution
Can you give me CVEs not addressed by patching?,not_patchable,Solution
Show entries with patch status marked as unavailable.,not_patchable,Solution
Find any vulnerabilities with no corrective patch yet.,not_patchable,Solution
Which security problems are considered unpatchable?,not_patchable,Solution
List unresolved threats pending a patch.,not_patchable,Solution
Highlight all issues without patch deployment.,not_patchable,Solution
Are there any CVEs with patch status unknown?,not_patchable,Solution
Provide a list of flaws with unresolved fix status.,not_patchable,Solution
Show vulnerabilities that are still waiting for a patch.,not_patchable,Solution
Any security weaknesses that are not patch-resolved?,not_patchable,Solution
Give me a report of unpatchable threats.,not_patchable,Solution
Show unresolved vulnerabilities without vendor fixes.,not_patchable,Solution
Tell me all security holes with no patch response.,not_patchable,Solution
What security issues do not have any updates yet?,not_patchable,Solution
List problems without patch status confirmed.,not_patchable,Solution
Which flaws were never addressed with a patch?,not_patchable,Solution
Get security issues with no fix delivered yet.,not_patchable,Solution
Can you show security issues that lack remediation?,not_patchable,Solution
List patch-missing vulnerabilities from the current report.,not_patchable,Solution
Give me unpatchable items from the vulnerability list.,not_patchable,Solution
"Number of remote, combined, and summary checks",check_type,Check Type
Breakdown of scan checks by type,check_type,Check Type
How many checks were remote or local?,check_type,Check Type
Count of each check type used in the scan,check_type,Check Type
Give me the number of checks by type,check_type,Check Type
Split the scan types into categories with their count,check_type,Check Type
How many devices were scanned using each check type?,check_type,Check Type
Show count of devices by check type,check_type,Check Type
Brief me on how many devices were checked by each check type,check_type,Check Type
What is the distribution of check types?,check_type,Check Type
Scan summary by check type,check_type,Check Type
How many summary checks were there?,check_type,Check Type
List the number of combined checks,check_type,Check Type
How many remote checks were performed?,check_type,Check Type
Provide the scan types with how many times each was used,check_type,Check Type
Show a table of check types and their counts,check_type,Check Type
Give statistics by check type,check_type,Check Type
Which check type was used the most?,check_type,Check Type
Devices scanned using each type of check,check_type,Check Type
List remote vs local check distribution,check_type,Check Type
Show check count grouped by scan type,check_type,Check Type
Break down the number of checks by scan classification,check_type,Check Type
How many assets had each scan check type?,check_type,Check Type
Show frequency of each scan check type,check_type,Check Type
How often was each scan method used?,check_type,Check Type
Which check type was most frequent?,check_type,Check Type
"Show grouped count of remote, local, and combined checks",check_type,Check Type
How many times was each check type triggered?,check_type,Check Type
What are the check types with their asset counts?,check_type,Check Type
Asset count per check type,check_type,Check Type
How are the checks distributed?,check_type,Check Type
Scan types and how many assets each was applied to,check_type,Check Type
List the checks and their frequency,check_type,Check Type
Scan check types along with how often they were used,check_type,Check Type
What’s the usage breakdown of scan check types?,check_type,Check Type
Check type summary with asset coverage,check_type,Check Type
How many assets were scanned using summary checks?,check_type,Check Type
Group scan data by check type,check_type,Check Type
Scan activity split by check category,check_type,Check Type
Remote vs local scan usage numbers,check_type,Check Type
Breakdown of scan types applied to assets,check_type,Check Type
Which checks are most common in the report?,check_type,Check Type
Asset-level check type counts,check_type,Check Type
Scan check grouping stats,check_type,Check Type
Provide a count of checks categorized by type,check_type,Check Type
Distribution summary of check types used,check_type,Check Type
Scan types and associated asset numbers,check_type,Check Type
Check type frequency summary,check_type,Check Type
List how each check type was applied across assets,check_type,Check Type
Categorized breakdown of all checks,check_type,Check Type
Summarize the scan check categories,check_type,Check Type
How many checks were combined types?,check_type,Check Type
Check type overview for all scanned devices,check_type,Check Type
Show me which check types were used and how often,check_type,Check Type
Scan report with check type counts,check_type,Check Type
Type of checks and number of affected hosts,check_type,Check Type
How many checks are of each kind?,check_type,Check Type
Give a categorized report of scan checks,check_type,Check Type
List of check types and how often each appears,check_type,Check Type
Get the breakdown of check kinds,check_type,Check Type
Which scan type appears most frequently?,check_type,Check Type
Scan coverage by check classification,check_type,Check Type
Break down the checks by kind,check_type,Check Type
What check categories are present and how many?,check_type,Check Type
How frequently were remote checks used?,check_type,Check Type
How many summary checks do we have?,check_type,Check Type
Do we have a breakdown of scan check types?,check_type,Check Type
